FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
104520,MAA-BKK,MAA,BKK,2025-05-20,199,Airbus A321neo,220,220,392086.04,300795.79
104521,BOM-LKO,BOM,LKO,2024-11-10,106,Airbus A321neo,220,203,183195.99,162391.11
104522,AMD-NAG,AMD,NAG,2025-05-11,84,Airbus A320,180,92,91254.23,117948.61
104523,AMD-NAG,AMD,NAG,2025-07-10,93,ATR 72-600,72,59,38295.88,62976.0
104524,BLR-SIN,BLR,SIN,2025-10-22,270,Airbus A321neo,220,173,548803.84,413942.62
104525,AMD-NAG,AMD,NAG,2024-09-20,84,Boeing 737-800,189,166,117209.83,124715.78
104526,HYD-SIN,HYD,SIN,2025-09-19,269,Boeing 737-800,189,169,602893.69,408216.25
104527,MAA-BKK,MAA,BKK,2025-02-05,189,Boeing 787-8,242,221,405892.36,324326.51
104528,HYD-PAT,HYD,PAT,2025-05-27,108,Airbus A320,180,158,182869.59,155494.84
104529,PNQ-JAI,PNQ,JAI,2025-08-10,100,Boeing 737-800,189,141,183850.28,139654.9
104530,HYD-LKO,HYD,LKO,2025-01-07,98,Boeing 737-800,189,184,134775.59,160086.49
104531,DEL-JFK,DEL,JFK,2024-09-29,880,Airbus A350-900,325,305,2333139.56,1988528.75
104532,AMD-PAT,AMD,PAT,2026-01-29,128,Airbus A320,180,138,176850.87,152655.56
104533,MAA-AMD,MAA,AMD,2025-02-08,130,Airbus A321neo,220,150,229343.19,177638.24
104534,MAA-JFK,MAA,JFK,2025-11-03,997,Airbus A350-900,325,254,2490720.29,2072938.48
104535,BLR-SIN,BLR,SIN,2025-08-19,271,Airbus A320,180,161,364452.49,329508.84
104536,MAA-AMD,MAA,AMD,2025-05-26,141,Boeing 787-8,242,231,194674.25,190163.23
104537,PNQ-LKO,PNQ,LKO,2025-10-15,122,Airbus A321neo,220,178,205142.72,165515.82
104538,BOM-DXB,BOM,DXB,2025-09-23,164,Boeing 737-800,189,146,298788.46,243836.45
104539,AMD-PAT,AMD,PAT,2025-12-30,116,Boeing 787-8,242,232,228075.51,203506.42
104540,DEL-SIN,DEL,SIN,2025-01-03,322,Boeing 787-8,242,242,707285.01,491380.84
104541,DEL-MAA,DEL,MAA,2025-09-07,145,Boeing 737-800,189,126,286072.13,203264.53
104542,AMD-PAT,AMD,PAT,2025-04-27,125,Boeing 737-800,189,162,223905.71,155575.61
104543,MAA-BKK,MAA,BKK,2026-02-26,180,Airbus A321neo,220,164,409679.21,307294.61
104544,BLR-JFK,BLR,JFK,2025-06-05,990,Boeing 787-8,242,209,2035668.79,1757872.0
104545,BLR-DOH,BLR,DOH,2025-06-16,244,Airbus A321neo,220,174,521414.6,359501.05
104546,HYD-PAT,HYD,PAT,2025-09-20,113,Boeing 787-8,242,179,199028.7,180681.64
104547,BLR-SYD,BLR,SYD,2025-02-12,701,Boeing 787-8,242,155,1541859.45,1048307.52
104548,HYD-LKO,HYD,LKO,2025-03-09,117,Boeing 787-8,242,175,164408.08,164408.41
104549,BOM-BLR,BOM,BLR,2026-04-02,90,ATR 72-600,72,59,92319.92,69749.01
104550,BOM-BLR,BOM,BLR,2025-10-22,90,Airbus A320,180,158,139750.1,123889.79
104551,MAA-BKK,MAA,BKK,2026-06-17,197,Airbus A321neo,220,152,373688.63,334992.0
104552,MAA-BKK,MAA,BKK,2025-11-02,186,Airbus A321neo,220,177,383253.46,275636.78
104553,BOM-HKG,BOM,HKG,2024-08-23,339,Boeing 787-8,242,193,554216.11,532091.53
104554,BOM-HKG,BOM,HKG,2026-03-31,332,Boeing 787-8,242,181,680765.71,567760.49
104555,AMD-NAG,AMD,NAG,2024-08-08,71,Boeing 737-800,189,99,105893.91,123082.54
104556,BOM-HKG,BOM,HKG,2025-11-20,326,Boeing 787-8,242,241,642620.81,536420.52
104557,BLR-SIN,BLR,SIN,2025-07-11,258,Boeing 787-8,242,196,571712.49,440618.69
104558,CCU-LKO,CCU,LKO,2024-07-03,92,Boeing 737-800,189,140,178406.56,141333.89
104559,CCU-LKO,CCU,LKO,2025-03-08,104,Airbus A320,180,172,128427.07,135663.39
104560,PNQ-LKO,PNQ,LKO,2026-04-11,127,Airbus A321neo,220,187,264672.46,178093.12
104561,MAA-JFK,MAA,JFK,2025-03-26,1006,Airbus A350-900,325,260,3024336.26,2490346.9
104562,BLR-SIN,BLR,SIN,2025-05-19,258,Airbus A321neo,220,190,590903.9,414986.94
104563,DEL-SIN,DEL,SIN,2025-02-08,330,Boeing 787-8,242,161,843960.9,616845.75
104564,BLR-SIN,BLR,SIN,2026-02-09,259,Boeing 737-800,189,141,423951.54,385401.68
104565,BLR-SIN,BLR,SIN,2024-09-18,261,Boeing 787-8,242,182,504135.24,415754.51
104566,HYD-LHR,HYD,LHR,2026-03-28,574,Airbus A350-900,325,234,2054147.99,1469301.8
104567,MAA-JFK,MAA,JFK,2026-06-20,989,Boeing 787-8,242,167,2193974.41,1765899.28
104568,PNQ-NAG,PNQ,NAG,2025-09-20,82,Airbus A321neo,220,186,139998.83,118828.25
104569,BOM-JAI,BOM,JAI,2025-03-21,109,ATR 72-600,72,63,80469.5,73200.6
104570,DEL-MAA,DEL,MAA,2026-02-20,163,Airbus A320,180,154,250028.29,199812.92
104571,BLR-DOH,BLR,DOH,2024-10-15,239,Boeing 787-8,242,217,374530.74,407854.61
104572,AMD-NAG,AMD,NAG,2024-07-17,75,Airbus A321neo,220,185,117921.37,121552.51
104573,MAA-AMD,MAA,AMD,2026-06-16,129,Boeing 737-800,189,138,199590.62,184242.31
104574,BLR-DOH,BLR,DOH,2026-02-26,242,Airbus A320,180,125,387193.87,367050.47
104575,BLR-SIN,BLR,SIN,2024-12-24,259,Airbus A321neo,220,218,691184.1,436049.55
104576,HYD-LHR,HYD,LHR,2025-10-16,583,Boeing 787-8,242,173,1182663.67,1032576.37
104577,BLR-SIN,BLR,SIN,2025-11-26,259,Airbus A320,180,162,334548.22,347155.53
104578,MAA-DOH,MAA,DOH,2026-04-20,265,Airbus A320,180,144,433583.44,358071.38
104579,HYD-NAG,HYD,NAG,2025-04-24,64,Airbus A320,180,139,128451.34,96751.5
104580,CCU-NAG,CCU,NAG,2025-01-21,92,Boeing 737-800,189,136,188035.03,146200.97
104581,AMD-LKO,AMD,LKO,2025-10-22,96,Boeing 737-800,189,181,130979.56,142652.46
104582,DEL-COK,DEL,COK,2025-04-04,188,Airbus A321neo,220,193,286537.29,239884.65
104583,BOM-HKG,BOM,HKG,2025-09-28,335,Boeing 787-8,242,176,522143.73,583903.77
104584,BOM-COK,BOM,COK,2026-05-26,100,Boeing 737-800,189,144,172594.91,148989.74
104585,MAA-BKK,MAA,BKK,2025-09-29,200,Boeing 787-8,242,161,351964.12,305021.25
104586,HYD-IXC,HYD,IXC,2024-08-30,148,Airbus A320,180,151,209148.28,177198.75
104587,LKO-IXC,LKO,IXC,2024-07-08,72,Airbus A320,180,163,128333.54,106839.25
104588,AMD-NAG,AMD,NAG,2026-06-01,88,Airbus A321neo,220,181,104846.89,129637.29
104589,MAA-BKK,MAA,BKK,2025-12-18,195,Airbus A321neo,220,157,385597.55,334159.55
104590,AMD-NAG,AMD,NAG,2025-11-18,78,ATR 72-600,72,57,54997.23,63704.09
104591,DEL-JFK,DEL,JFK,2025-04-08,871,Boeing 787-8,242,181,1701003.08,1255539.82
104592,MAA-AMD,MAA,AMD,2025-08-29,126,Airbus A321neo,220,152,218803.46,197285.11
104593,BOM-DXB,BOM,DXB,2024-09-12,159,Airbus A321neo,220,171,376685.61,269117.22
104594,BOM-LKO,BOM,LKO,2025-03-20,108,Airbus A321neo,220,218,256333.36,181046.6
104595,AMD-NAG,AMD,NAG,2025-10-27,84,ATR 72-600,72,45,56260.14,66762.88
104596,HYD-LKO,HYD,LKO,2025-01-23,118,Boeing 787-8,242,198,158778.26,173143.84
104597,MAA-DOH,MAA,DOH,2025-02-24,255,Boeing 787-8,242,198,549080.06,487326.23
104598,MAA-JFK,MAA,JFK,2025-10-07,1000,Boeing 777-300ER,396,277,2506423.84,2363635.21
104599,AMD-PAT,AMD,PAT,2025-05-02,134,Airbus A320,180,96,164246.07,167896.65
104600,AMD-NAG,AMD,NAG,2025-08-26,82,Airbus A321neo,220,194,125706.15,122464.46
104601,MAA-AMD,MAA,AMD,2026-01-05,136,Boeing 737-800,189,189,223960.83,173978.16
104602,CCU-NAG,CCU,NAG,2025-04-11,105,Airbus A320,180,136,142710.26,143480.92
104603,PNQ-NAG,PNQ,NAG,2025-09-17,63,ATR 72-600,72,41,67440.47,62540.29
104604,MAA-JFK,MAA,JFK,2026-02-10,994,Airbus A350-900,325,257,2595541.99,2451505.0
104605,LKO-IXC,LKO,IXC,2026-01-20,86,Airbus A320,180,172,136055.83,108735.06
104606,PNQ-NAG,PNQ,NAG,2024-07-14,69,Boeing 737-800,189,137,108883.82,111974.6
104607,HYD-LHR,HYD,LHR,2025-07-22,582,Airbus A350-900,325,307,1745828.59,1424442.05
104608,HYD-PNQ,HYD,PNQ,2024-07-15,80,Airbus A321neo,220,220,133211.26,113571.06
104609,PNQ-JAI,PNQ,JAI,2025-03-15,92,Boeing 737-800,189,151,145617.11,142069.57
104610,BLR-JFK,BLR,JFK,2026-01-13,989,Airbus A350-900,325,273,1902274.7,1959912.68
104611,DEL-BKK,DEL,BKK,2026-03-24,234,Airbus A321neo,220,136,483155.26,360944.39
104612,CCU-PAT,CCU,PAT,2025-02-24,75,Airbus A321neo,220,164,127119.33,115476.12
104613,BOM-LKO,BOM,LKO,2024-11-21,128,Airbus A321neo,220,175,184231.96,166570.99
104614,AMD-NAG,AMD,NAG,2025-01-12,70,Airbus A321neo,220,220,120811.95,135072.63
104615,BOM-BLR,BOM,BLR,2025-09-24,93,Airbus A320,180,115,170767.37,130931.08
104616,HYD-NAG,HYD,NAG,2026-03-17,62,Boeing 737-800,189,187,123725.03,100650.12
104617,MAA-BKK,MAA,BKK,2025-09-09,180,Boeing 737-800,189,168,404059.24,285488.61
104618,DEL-JFK,DEL,JFK,2025-01-23,877,Airbus A350-900,325,217,2613183.66,1721143.69
104619,CCU-NAG,CCU,NAG,2025-05-24,111,ATR 72-600,72,72,91752.48,74690.26
104620,CCU-NAG,CCU,NAG,2025-04-10,103,Boeing 737-800,189,166,130966.25,134630.06
104621,CCU-LKO,CCU,LKO,2024-12-20,102,Airbus A320,180,153,171321.81,140108.96
104622,CCU-LKO,CCU,LKO,2026-01-13,92,ATR 72-600,72,54,79421.1,69047.69
104623,BLR-SYD,BLR,SYD,2025-11-05,699,Boeing 787-8,242,178,1271771.7,1097812.23
104624,DEL-NAG,DEL,NAG,2025-01-14,105,Airbus A320,180,128,127002.85,132860.49
104625,HYD-PAT,HYD,PAT,2026-05-04,117,Airbus A320,180,170,173718.83,161024.63
104626,HYD-LHR,HYD,LHR,2025-12-25,576,Boeing 787-8,242,201,1203329.28,1075698.68
104627,BOM-HKG,BOM,HKG,2024-12-01,338,Boeing 787-8,242,242,710926.07,539733.94
104628,CCU-PAT,CCU,PAT,2025-06-14,62,Boeing 737-800,189,164,110675.67,105260.86
104629,CCU-LKO,CCU,LKO,2025-09-04,104,Boeing 737-800,189,159,161153.58,142851.57
104630,AMD-PAT,AMD,PAT,2026-05-01,115,Airbus A321neo,220,174,256871.9,179621.56
104631,BLR-PNQ,BLR,PNQ,2024-12-03,86,Boeing 737-800,189,184,158539.67,128567.14
104632,AMD-PAT,AMD,PAT,2024-08-06,126,Boeing 737-800,189,125,167156.21,170190.59
104633,BOM-HKG,BOM,HKG,2025-04-06,333,Boeing 777-300ER,396,352,1157327.25,1025783.12
104634,BLR-SIN,BLR,SIN,2026-05-19,258,Boeing 737-800,189,186,517257.06,389300.95
104635,AMD-NAG,AMD,NAG,2025-05-27,80,Boeing 737-800,189,171,119338.12,123952.72
104636,MAA-AMD,MAA,AMD,2025-05-18,128,Boeing 737-800,189,175,172156.43,165859.82
104637,HYD-COK,HYD,COK,2026-01-09,98,Airbus A320,180,157,150716.49,127833.89
104638,BLR-SIN,BLR,SIN,2025-10-17,265,Boeing 787-8,242,216,554399.37,441403.54
104639,BOM-LKO,BOM,LKO,2024-08-29,116,Airbus A320,180,128,199550.36,154061.54
104640,AMD-NAG,AMD,NAG,2026-06-30,84,Boeing 737-800,189,156,127149.48,122901.12
104641,PNQ-LKO,PNQ,LKO,2025-03-27,107,Boeing 787-8,242,191,182854.51,180192.35
104642,BLR-COK,BLR,COK,2024-12-07,46,Airbus A320,180,180,106714.64,98878.57
104643,BLR-SIN,BLR,SIN,2026-02-28,250,Airbus A321neo,220,179,496363.94,397181.81
104644,DEL-MAA,DEL,MAA,2026-05-15,161,Airbus A320,180,163,223206.61,196445.75
104645,DEL-SIN,DEL,SIN,2026-01-11,319,Boeing 787-8,242,162,531519.66,501592.94
104646,HYD-LHR,HYD,LHR,2026-04-21,587,Airbus A350-900,325,325,1681556.85,1304940.45
104647,DEL-BKK,DEL,BKK,2024-11-15,243,Boeing 737-800,189,189,380306.9,360833.71
104648,MAA-AMD,MAA,AMD,2025-08-16,118,Boeing 787-8,242,188,258393.33,195331.22
104649,BOM-HKG,BOM,HKG,2024-10-30,326,Boeing 777-300ER,396,282,964307.01,844149.67
104650,HYD-COK,HYD,COK,2026-02-24,97,Airbus A320,180,134,140555.46,128051.11
104651,HYD-PAT,HYD,PAT,2025-04-08,108,Boeing 737-800,189,183,149520.59,164169.33
104652,DEL-NAG,DEL,NAG,2025-05-08,91,Airbus A321neo,220,220,148729.77,145010.66
104653,BLR-PNQ,BLR,PNQ,2024-08-15,89,Airbus A320,180,95,138393.18,119452.08
104654,AMD-NAG,AMD,NAG,2025-12-14,80,Boeing 737-800,189,160,107821.82,125054.01
104655,BLR-DOH,BLR,DOH,2025-06-28,242,Boeing 787-8,242,198,585382.49,442407.59
104656,HYD-LKO,HYD,LKO,2024-10-12,103,Airbus A321neo,220,216,137638.54,169717.54
104657,MAA-JFK,MAA,JFK,2024-10-11,1004,Airbus A350-900,325,284,2847779.39,2135679.98
104658,BOM-LKO,BOM,LKO,2025-05-22,125,Airbus A320,180,96,157990.02,151425.31
104659,MAA-DOH,MAA,DOH,2025-12-20,270,Airbus A321neo,220,158,536988.2,415734.03
104660,BLR-SYD,BLR,SYD,2025-04-07,693,Boeing 777-300ER,396,374,2571584.89,2013347.26
104661,AMD-NAG,AMD,NAG,2025-12-04,78,Airbus A320,180,154,102455.27,119199.96
104662,DEL-MAA,DEL,MAA,2025-11-07,147,Airbus A320,180,161,229631.64,208029.04
104663,DEL-SIN,DEL,SIN,2025-02-18,335,Boeing 777-300ER,396,346,1074195.66,1024161.46
104664,BOM-HKG,BOM,HKG,2025-12-31,330,Boeing 777-300ER,396,312,1303412.56,1051638.63
104665,BOM-JAI,BOM,JAI,2025-12-29,94,Boeing 737-800,189,160,139417.6,138755.65
104666,BOM-HKG,BOM,HKG,2025-10-05,336,Airbus A350-900,325,274,924351.35,819145.24
104667,BOM-COK,BOM,COK,2026-04-16,99,Boeing 787-8,242,189,207603.93,182816.43
104668,MAA-JFK,MAA,JFK,2025-12-07,991,Airbus A350-900,325,251,2572426.53,2118041.09
104669,CCU-AMD,CCU,AMD,2024-07-26,155,Airbus A321neo,220,162,185624.72,223983.73
104670,DEL-JFK,DEL,JFK,2025-09-11,870,Boeing 777-300ER,396,285,3646452.73,2643701.07
104671,MAA-JFK,MAA,JFK,2024-11-15,987,Boeing 787-8,242,229,1596326.13,1686506.04
104672,HYD-NAG,HYD,NAG,2025-01-30,63,ATR 72-600,72,72,71874.38,58324.54
104673,BOM-LKO,BOM,LKO,2026-06-24,113,Boeing 787-8,242,202,248921.99,193818.06
104674,BLR-SYD,BLR,SYD,2025-09-23,691,Boeing 777-300ER,396,310,2352758.46,1783455.56
104675,DEL-NAG,DEL,NAG,2025-01-30,100,Airbus A321neo,220,183,188019.16,147043.76
104676,LKO-IXC,LKO,IXC,2025-07-13,70,Airbus A321neo,220,177,122117.87,126255.86
104677,DEL-DOH,DEL,DOH,2025-02-18,226,Boeing 737-800,189,171,246774.93,284594.88
104678,AMD-NAG,AMD,NAG,2025-07-17,94,Boeing 737-800,189,141,96264.12,115185.22
104679,BOM-LKO,BOM,LKO,2026-02-18,117,Boeing 737-800,189,139,185175.77,155329.39
104680,HYD-PAT,HYD,PAT,2025-05-04,125,Boeing 787-8,242,184,162267.84,172553.0
104681,HYD-PAT,HYD,PAT,2024-12-28,108,Airbus A321neo,220,165,212180.69,174858.75
104682,BOM-LKO,BOM,LKO,2025-04-17,113,Boeing 737-800,189,165,211110.15,160436.7
104683,HYD-LHR,HYD,LHR,2026-03-17,592,Airbus A350-900,325,251,1647201.31,1215824.3
104684,MAA-AMD,MAA,AMD,2024-12-13,118,Airbus A320,180,144,193943.65,176459.98
104685,MAA-AMD,MAA,AMD,2026-01-17,128,Boeing 737-800,189,170,181460.08,159256.08
104686,MAA-JFK,MAA,JFK,2025-02-19,1007,Boeing 787-8,242,182,1902169.37,1760515.36
104687,AMD-NAG,AMD,NAG,2026-06-16,81,Airbus A320,180,106,116787.4,123833.31
104688,BLR-SIN,BLR,SIN,2026-06-11,261,Airbus A321neo,220,185,454494.8,405154.69
104689,BLR-PNQ,BLR,PNQ,2026-02-26,96,Airbus A320,180,149,141830.11,124773.83
104690,BOM-DXB,BOM,DXB,2026-04-14,164,Airbus A321neo,220,220,304211.06,301187.6
104691,MAA-BKK,MAA,BKK,2024-12-03,179,Boeing 737-800,189,166,318526.97,268356.96
104692,BLR-BKK,BLR,BKK,2024-07-31,221,Airbus A321neo,220,176,497004.15,339033.97
104693,DEL-SIN,DEL,SIN,2024-10-28,337,Airbus A350-900,325,249,1057837.93,790079.18
104694,PNQ-LKO,PNQ,LKO,2026-03-07,114,Airbus A321neo,220,168,229766.04,175403.59
104695,DEL-JFK,DEL,JFK,2024-07-02,883,Airbus A350-900,325,283,2086726.21,1788617.97
104696,AMD-NAG,AMD,NAG,2024-12-26,75,Boeing 737-800,189,159,116501.31,125446.11
104697,HYD-LHR,HYD,LHR,2024-11-09,595,Boeing 787-8,242,195,1104306.4,883091.02
104698,BLR-SIN,BLR,SIN,2026-01-09,262,Airbus A320,180,153,397677.18,310953.39
104699,BLR-JFK,BLR,JFK,2025-09-07,984,Boeing 787-8,242,184,1825854.84,1646119.92
104700,BLR-JFK,BLR,JFK,2024-07-17,988,Airbus A350-900,325,297,2500720.8,1987334.64
104701,BLR-DOH,BLR,DOH,2026-04-12,245,Boeing 737-800,189,168,427329.33,331984.09
104702,MAA-JFK,MAA,JFK,2026-03-24,989,Boeing 787-8,242,140,2325710.61,1496182.68
104703,AMD-PAT,AMD,PAT,2025-05-08,113,Boeing 787-8,242,218,179670.03,202981.25
104704,MAA-DOH,MAA,DOH,2025-07-21,262,Airbus A321neo,220,203,491855.01,447231.24
104705,DEL-MAA,DEL,MAA,2024-11-09,157,Airbus A321neo,220,220,253625.37,215481.03
104706,MAA-AMD,MAA,AMD,2026-04-20,136,Boeing 737-800,189,129,200667.97,167701.73
104707,BLR-SYD,BLR,SYD,2024-12-09,702,Boeing 787-8,242,223,1684969.13,1199878.24
104708,HYD-PNQ,HYD,PNQ,2025-03-27,76,Boeing 737-800,189,159,108316.89,109801.14
104709,AMD-NAG,AMD,NAG,2026-01-12,75,Airbus A320,180,180,97597.68,116382.57
104710,MAA-BKK,MAA,BKK,2024-09-04,187,Boeing 737-800,189,186,331504.34,284984.79
104711,MAA-BKK,MAA,BKK,2025-04-04,198,Boeing 787-8,242,210,379706.14,348836.62
104712,HYD-LHR,HYD,LHR,2025-11-05,587,Boeing 787-8,242,200,971457.55,884808.68
104713,CCU-NAG,CCU,NAG,2025-05-04,104,Boeing 737-800,189,189,137979.47,141722.53
104714,AMD-PAT,AMD,PAT,2025-07-05,118,Airbus A320,180,158,197606.09,154862.2
104715,BLR-SIN,BLR,SIN,2025-11-06,256,Boeing 737-800,189,189,420546.49,342743.16
104716,MAA-JFK,MAA,JFK,2025-03-24,984,Boeing 787-8,242,159,2053416.14,1721915.23
104717,HYD-COK,HYD,COK,2025-05-21,90,Boeing 737-800,189,185,146969.27,125415.15
104718,LKO-IXC,LKO,IXC,2026-02-18,69,ATR 72-600,72,59,82058.81,60733.01
104719,AMD-PAT,AMD,PAT,2024-10-06,123,Airbus A321neo,220,187,214771.59,180817.38
104720,MAA-AMD,MAA,AMD,2024-08-22,127,Airbus A321neo,220,123,182234.9,173513.93
104721,BLR-SIN,BLR,SIN,2024-09-26,271,Airbus A321neo,220,161,351760.68,389261.39
104722,HYD-COK,HYD,COK,2025-03-14,101,Airbus A320,180,116,138069.68,123011.08
104723,HYD-NAG,HYD,NAG,2024-07-16,66,Boeing 737-800,189,145,125157.44,101686.77
104724,BOM-COK,BOM,COK,2026-03-22,98,Airbus A321neo,220,166,197291.88,165135.72
104725,DEL-SIN,DEL,SIN,2025-06-04,324,Boeing 787-8,242,177,721406.9,588076.87
104726,MAA-JFK,MAA,JFK,2024-07-03,996,Airbus A350-900,325,271,2959473.56,2033134.92
104727,CCU-LKO,CCU,LKO,2024-09-12,88,Boeing 737-800,189,136,157019.61,133046.55
104728,AMD-NAG,AMD,NAG,2025-08-18,74,ATR 72-600,72,64,45653.11,62025.26
104729,PNQ-LKO,PNQ,LKO,2025-09-16,126,Airbus A320,180,180,210734.34,159037.07
104730,MAA-BKK,MAA,BKK,2026-06-13,187,Boeing 737-800,189,109,314924.04,246145.73
104731,AMD-NAG,AMD,NAG,2024-10-06,73,Airbus A321neo,220,157,103376.82,123028.8
104732,BOM-HKG,BOM,HKG,2024-08-07,335,Boeing 787-8,242,199,713401.55,513954.39
104733,MAA-AMD,MAA,AMD,2024-11-23,132,Airbus A321neo,220,183,188868.62,172222.1
104734,MAA-BKK,MAA,BKK,2025-01-27,201,Airbus A321neo,220,209,430049.36,327903.24
104735,CCU-NAG,CCU,NAG,2025-04-11,111,Airbus A320,180,136,182554.88,130274.05
104736,DEL-JFK,DEL,JFK,2024-11-11,884,Boeing 787-8,242,196,1816257.06,1321540.99
104737,PNQ-LKO,PNQ,LKO,2024-07-29,106,Airbus A321neo,220,184,196722.88,158024.9
104738,DEL-DOH,DEL,DOH,2024-09-16,203,Boeing 737-800,189,133,196386.34,277532.77
104739,PNQ-NAG,PNQ,NAG,2026-02-10,68,Boeing 737-800,189,147,126872.81,109601.69
104740,AMD-PAT,AMD,PAT,2025-07-23,116,Airbus A320,180,120,220912.87,171448.04
104741,BOM-JAI,BOM,JAI,2026-03-05,91,Airbus A320,180,139,135546.13,129494.86
104742,MAA-JFK,MAA,JFK,2024-11-07,989,Airbus A350-900,325,318,2734749.86,2075145.71
104743,PNQ-LKO,PNQ,LKO,2025-05-02,121,Airbus A321neo,220,176,228884.97,171748.55
104744,CCU-LKO,CCU,LKO,2025-12-07,90,Airbus A320,180,180,131984.15,131015.2
104745,PNQ-LKO,PNQ,LKO,2026-02-18,103,Airbus A320,180,136,194004.13,160708.35
104746,AMD-PAT,AMD,PAT,2025-10-28,128,Boeing 737-800,189,189,177679.22,168054.54
104747,BLR-DOH,BLR,DOH,2026-01-15,253,Airbus A320,180,138,366718.61,343185.38
104748,BOM-LKO,BOM,LKO,2025-06-30,125,Boeing 737-800,189,175,164089.43,154669.5
104749,BOM-HKG,BOM,HKG,2025-07-28,329,Boeing 787-8,242,164,794473.15,632061.84
104750,CCU-AMD,CCU,AMD,2024-09-06,149,Boeing 787-8,242,198,209987.01,212730.8
104751,BOM-HKG,BOM,HKG,2025-03-10,329,Airbus A350-900,325,257,1089840.63,865070.19
104752,DEL-NAG,DEL,NAG,2025-05-04,91,Boeing 737-800,189,167,123093.9,125940.53
104753,HYD-NAG,HYD,NAG,2025-08-19,56,Airbus A321neo,220,166,129172.68,110517.66
104754,BLR-SIN,BLR,SIN,2025-04-04,268,Airbus A320,180,150,365297.32,376716.59
104755,HYD-IXC,HYD,IXC,2025-06-12,144,Boeing 737-800,189,122,198174.54,171655.99
104756,DEL-COK,DEL,COK,2024-11-08,189,Boeing 737-800,189,189,322367.21,231001.53
104757,BLR-DOH,BLR,DOH,2025-03-13,259,Boeing 737-800,189,143,354520.03,320745.49
104758,PNQ-NAG,PNQ,NAG,2025-08-02,82,Airbus A321neo,220,162,123224.41,121582.82
104759,HYD-COK,HYD,COK,2024-09-22,86,Airbus A320,180,157,177877.27,121895.06
104760,BLR-PNQ,BLR,PNQ,2025-01-18,94,Boeing 737-800,189,151,125702.8,126574.37
104761,BOM-COK,BOM,COK,2026-05-07,102,Airbus A320,180,180,168756.83,140102.13
104762,BOM-COK,BOM,COK,2026-05-16,106,Airbus A321neo,220,208,225093.6,162834.68
104763,CCU-AMD,CCU,AMD,2024-11-28,153,Airbus A320,180,128,131106.02,177036.71
104764,HYD-NAG,HYD,NAG,2026-01-11,66,Boeing 737-800,189,165,121888.34,104278.2
104765,MAA-AMD,MAA,AMD,2026-05-21,139,Airbus A320,180,153,267391.78,177727.36
104766,DEL-MAA,DEL,MAA,2026-05-03,165,Airbus A321neo,220,188,225295.58,208048.67
104767,HYD-NAG,HYD,NAG,2025-01-30,51,Airbus A320,180,165,129696.65,100080.43
104768,MAA-PNQ,MAA,PNQ,2024-07-05,89,Boeing 737-800,189,131,165261.84,145040.08
104769,AMD-NAG,AMD,NAG,2026-01-19,90,Boeing 737-800,189,189,124885.11,126725.08
104770,MAA-AMD,MAA,AMD,2025-04-08,127,Boeing 787-8,242,224,302445.18,201821.88
104771,BOM-JAI,BOM,JAI,2025-08-12,109,Airbus A321neo,220,220,148193.85,153864.73
104772,HYD-COK,HYD,COK,2025-08-11,97,Airbus A320,180,104,155513.79,122316.96
104773,DEL-SIN,DEL,SIN,2026-04-10,335,Boeing 777-300ER,396,396,1006534.86,850086.21
104774,BLR-BKK,BLR,BKK,2025-01-27,216,Airbus A321neo,220,182,395661.88,363408.14
104775,PNQ-LKO,PNQ,LKO,2026-02-20,106,Airbus A320,180,115,209388.84,158737.58
104776,HYD-COK,HYD,COK,2025-08-09,78,Airbus A321neo,220,162,175497.95,145974.33
104777,AMD-NAG,AMD,NAG,2026-05-15,71,Airbus A321neo,220,142,120816.96,123254.05
104778,DEL-SIN,DEL,SIN,2025-04-26,326,Boeing 777-300ER,396,387,940817.96,936277.27
104779,DEL-MAA,DEL,MAA,2024-07-27,170,Airbus A321neo,220,178,251614.53,216784.97
104780,BLR-JFK,BLR,JFK,2026-03-07,981,Boeing 787-8,242,176,1103228.04,1460201.0
104781,DEL-MAA,DEL,MAA,2026-02-05,149,Airbus A321neo,220,154,241877.63,201172.34
104782,HYD-IXC,HYD,IXC,2025-04-05,141,Boeing 737-800,189,155,211403.6,187254.73
104783,MAA-AMD,MAA,AMD,2025-02-23,123,Boeing 737-800,189,181,189290.39,164722.25
104784,AMD-NAG,AMD,NAG,2025-11-06,86,Boeing 737-800,189,115,106233.68,123310.31
104785,PNQ-NAG,PNQ,NAG,2024-10-11,76,ATR 72-600,72,57,63618.42,60910.91
104786,MAA-JFK,MAA,JFK,2024-09-29,999,Airbus A350-900,325,282,2333493.37,2366522.06
104787,MAA-BKK,MAA,BKK,2025-02-07,191,Boeing 787-8,242,185,292169.69,296860.51
104788,DEL-JFK,DEL,JFK,2025-08-15,861,Boeing 777-300ER,396,295,2763691.37,2072819.14
104789,AMD-NAG,AMD,NAG,2026-05-05,84,ATR 72-600,72,63,53442.32,62287.48
104790,MAA-AMD,MAA,AMD,2024-12-13,134,Boeing 787-8,242,218,249390.04,212992.33
104791,MAA-AMD,MAA,AMD,2025-09-01,138,Airbus A321neo,220,190,249971.56,198709.61
